candidate_id,algorithm,feature_set,params,n_clusters,silhouette_score,davies_bouldin_score,calinski_harabasz_score,inertia,noise_ratio,acceptable_noise,valid_candidate,preferred_cluster_count,interpretability_rank,feature_set_rank
150,dbscan,numeric_only,"{""eps"": 0.5, ""min_samples"": 3}",8,,,,,0.16,False,False,False,4,1
151,dbscan,numeric_only,"{""eps"": 0.5, ""min_samples"": 4}",8,,,,,0.195,False,False,False,4,1
152,dbscan,numeric_only,"{""eps"": 0.5, ""min_samples"": 5}",6,,,,,0.3,False,False,True,4,1
153,dbscan,numeric_only,"{""eps"": 0.5, ""min_samples"": 8}",5,,,,,0.46,False,False,True,4,1
154,dbscan,numeric_only,"{""eps"": 0.5, ""min_samples"": 10}",4,,,,,0.57,False,False,True,4,1
155,dbscan,numeric_only,"{""eps"": 0.6, ""min_samples"": 3}",3,0.21488074633076337,0.9504580539932291,36.50717771606988,,0.07,True,True,True,4,1
156,dbscan,numeric_only,"{""eps"": 0.6, ""min_samples"": 4}",3,0.20153930721385274,0.9459931220495673,32.6471654505193,,0.09,True,True,True,4,1
157,dbscan,numeric_only,"{""eps"": 0.6, ""min_samples"": 5}",2,,,,,0.14,False,False,False,4,1
158,dbscan,numeric_only,"{""eps"": 0.6, ""min_samples"": 8}",4,,,,,0.26,False,False,True,4,1
159,dbscan,numeric_only,"{""eps"": 0.6, ""min_samples"": 10}",4,,,,,0.33,False,False,True,4,1
160,dbscan,numeric_only,"{""eps"": 0.7, ""min_samples"": 3}",2,0.1703122548132622,0.8062574140682905,7.063766301162073,,0.035,True,True,False,4,1
161,dbscan,numeric_only,"{""eps"": 0.7, ""min_samples"": 4}",2,0.17608754932489043,0.7975927648073822,7.257938409071913,,0.045,True,True,False,4,1
162,dbscan,numeric_only,"{""eps"": 0.7, ""min_samples"": 5}",1,,,,,0.07,True,False,False,4,1
163,dbscan,numeric_only,"{""eps"": 0.7, ""min_samples"": 8}",1,,,,,0.14,False,False,False,4,1
164,dbscan,numeric_only,"{""eps"": 0.7, ""min_samples"": 10}",2,,,,,0.215,False,False,False,4,1
165,dbscan,numeric_only,"{""eps"": 0.8, ""min_samples"": 3}",1,,,,,0.015,True,False,False,4,1
166,dbscan,numeric_only,"{""eps"": 0.8, ""min_samples"": 4}",1,,,,,0.025,True,False,False,4,1
167,dbscan,numeric_only,"{""eps"": 0.8, ""min_samples"": 5}",1,,,,,0.03,True,False,False,4,1
168,dbscan,numeric_only,"{""eps"": 0.8, ""min_samples"": 8}",1,,,,,0.07,True,False,False,4,1
169,dbscan,numeric_only,"{""eps"": 0.8, ""min_samples"": 10}",1,,,,,0.115,False,False,False,4,1
170,dbscan,numeric_only,"{""eps"": 0.9, ""min_samples"": 3}",1,,,,,0.01,True,False,False,4,1
171,dbscan,numeric_only,"{""eps"": 0.9, ""min_samples"": 4}",1,,,,,0.01,True,False,False,4,1
172,dbscan,numeric_only,"{""eps"": 0.9, ""min_samples"": 5}",1,,,,,0.015,True,False,False,4,1
173,dbscan,numeric_only,"{""eps"": 0.9, ""min_samples"": 8}",1,,,,,0.025,True,False,False,4,1
174,dbscan,numeric_only,"{""eps"": 0.9, ""min_samples"": 10}",1,,,,,0.045,True,False,False,4,1
175,dbscan,numeric_only,"{""eps"": 1.0, ""min_samples"": 3}",1,,,,,0.005,True,False,False,4,1
176,dbscan,numeric_only,"{""eps"": 1.0, ""min_samples"": 4}",1,,,,,0.005,True,False,False,4,1
177,dbscan,numeric_only,"{""eps"": 1.0, ""min_samples"": 5}",1,,,,,0.01,True,False,False,4,1
178,dbscan,numeric_only,"{""eps"": 1.0, ""min_samples"": 8}",1,,,,,0.015,True,False,False,4,1
179,dbscan,numeric_only,"{""eps"": 1.0, ""min_samples"": 10}",1,,,,,0.025,True,False,False,4,1
180,dbscan,numeric_only,"{""eps"": 1.2, ""min_samples"": 3}",1,,,,,0.0,True,False,False,4,1
181,dbscan,numeric_only,"{""eps"": 1.2, ""min_samples"": 4}",1,,,,,0.0,True,False,False,4,1
182,dbscan,numeric_only,"{""eps"": 1.2, ""min_samples"": 5}",1,,,,,0.0,True,False,False,4,1
183,dbscan,numeric_only,"{""eps"": 1.2, ""min_samples"": 8}",1,,,,,0.0,True,False,False,4,1
184,dbscan,numeric_only,"{""eps"": 1.2, ""min_samples"": 10}",1,,,,,0.005,True,False,False,4,1
185,dbscan,numeric_only,"{""eps"": 1.5, ""min_samples"": 3}",1,,,,,0.0,True,False,False,4,1
186,dbscan,numeric_only,"{""eps"": 1.5, ""min_samples"": 4}",1,,,,,0.0,True,False,False,4,1
187,dbscan,numeric_only,"{""eps"": 1.5, ""min_samples"": 5}",1,,,,,0.0,True,False,False,4,1
